                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                  0.855,                0.52944,                 1.0272,                0.97638,                0.95202,                 0.9769,                0.79276,                0.83412,                0.40303,                0.97138,             0.00059413,             0.00059413,             0.00059413
                     55,                 0.8605,                0.52651,                 1.0225,                0.96684,                0.95845,                0.97913,                0.80184,                0.82882,                 0.4089,                0.96977,             0.00058175,             0.00058175,             0.00058175
                     56,                0.84841,                0.51283,                  1.021,                0.97338,                 0.9632,                0.98233,                0.80122,                0.82012,                0.38862,                0.96613,             0.00056938,             0.00056938,             0.00056938
                     57,                0.84068,                0.51917,                   1.02,                0.95932,                0.95894,                0.97921,                0.79371,                0.82671,                0.39904,                0.97168,               0.000557,               0.000557,               0.000557
                     58,                0.83087,                0.50628,                 1.0179,                0.97051,                0.95274,                0.98115,                0.79861,                0.82308,                0.39273,                 0.9676,             0.00054463,             0.00054463,             0.00054463
                     59,                0.83619,                0.51257,                 1.0171,                0.97171,                0.96464,                0.97839,                0.78888,                0.83508,                0.40613,                0.97068,             0.00053225,             0.00053225,             0.00053225
                     60,                0.83911,                0.50781,                 1.0168,                0.97493,                0.96154,                0.97913,                0.79321,                0.82991,                0.39573,                0.96945,             0.00051988,             0.00051988,             0.00051988
                     61,                0.82976,                0.49989,                 1.0128,                0.97216,                0.96557,                0.98212,                0.79943,                0.82239,                0.38609,                0.97159,              0.0005075,              0.0005075,              0.0005075
                     62,                 0.8273,                0.50055,                 1.0136,                0.97369,                0.96485,                0.98213,                0.79201,                0.82695,                0.38879,                0.97028,             0.00049513,             0.00049513,             0.00049513
                     63,                0.83268,                 0.5002,                 1.0104,                 0.9728,                0.95705,                0.97972,                0.80255,                0.83173,                0.39156,                0.97198,             0.00048275,             0.00048275,             0.00048275
                     64,                0.82433,                0.49157,                 1.0068,                0.96733,                0.96991,                0.98016,                0.80653,                0.83314,                0.39164,                0.97351,             0.00047038,             0.00047038,             0.00047038
                     65,                0.81579,                0.48815,                 1.0102,                0.96605,                0.97099,                0.98231,                0.80502,                0.82344,                0.38412,                0.96657,               0.000458,               0.000458,               0.000458
                     66,                0.81468,                0.48846,                 1.0059,                0.96406,                0.96502,                0.98001,                0.80316,                0.81121,                0.38501,                0.96653,             0.00044563,             0.00044563,             0.00044563
                     67,                0.81335,                0.48107,                  1.007,                0.97133,                0.96378,                0.98274,                0.80662,                0.81913,                0.37644,                0.96359,             0.00043325,             0.00043325,             0.00043325
                     68,                0.80636,                0.48504,                0.99833,                 0.9602,                 0.9734,                0.98344,                0.80467,                 0.8244,                0.37714,                0.96498,             0.00042087,             0.00042087,             0.00042087
                     69,                0.81372,                0.48311,                 1.0062,                0.96497,                 0.9648,                0.98335,                0.80791,                 0.8099,                0.37414,                0.96013,              0.0004085,              0.0004085,              0.0004085
                     70,                0.81452,                0.48418,                 1.0071,                0.97038,                0.97283,                0.98439,                0.80473,                0.82641,                0.37662,                0.96734,             0.00039613,             0.00039613,             0.00039613
                     71,                0.80063,                0.47479,                 1.0001,                0.96274,                0.97013,                0.98194,                0.80017,                0.81967,                0.37938,                 0.9604,             0.00038375,             0.00038375,             0.00038375
                     72,                0.78836,                0.46565,                0.99107,                0.96392,                0.96466,                0.98254,                0.80603,                0.81951,                0.38254,                0.95971,             0.00037138,             0.00037138,             0.00037138
                     73,                0.79223,                0.46587,                0.99818,                0.97533,                0.97182,                0.98651,                0.81082,                0.82207,                0.37653,                0.96304,               0.000359,               0.000359,               0.000359
                     74,                0.79871,                0.47201,                0.99848,                 0.9792,                0.97074,                0.98482,                0.80716,                0.81818,                0.37902,                0.95767,             0.00034663,             0.00034663,             0.00034663
                     75,                0.78307,                0.45103,                0.98538,                0.97405,                0.97468,                0.98529,                0.81159,                0.81149,                0.37236,                0.96129,             0.00033425,             0.00033425,             0.00033425
                     76,                0.79477,                0.46973,                 1.0006,                0.97968,                0.97151,                0.98551,                0.81155,                0.80853,                0.37151,                0.95982,             0.00032188,             0.00032188,             0.00032188
                     77,                0.78235,                0.45331,                0.99172,                0.97017,                0.97367,                0.98525,                0.80789,                0.80974,                0.37355,                0.96156,              0.0003095,              0.0003095,              0.0003095
                     78,                0.78742,                0.45275,                0.99426,                0.97209,                0.97173,                0.98572,                 0.8065,                0.80705,                0.37195,                0.95946,             0.00029713,             0.00029713,             0.00029713
                     79,                0.77348,                0.45275,                0.98891,                0.97296,                 0.9645,                0.98645,                0.81022,                0.80915,                0.36665,                 0.9609,             0.00028475,             0.00028475,             0.00028475
                     80,                0.76688,                0.44695,                0.98746,                0.97577,                0.96843,                0.98568,                0.80521,                0.81293,                0.36704,                0.95998,             0.00027237,             0.00027237,             0.00027237
                     81,                0.77471,                0.44574,                0.98944,                0.97284,                0.96755,                0.98505,                0.80963,                0.80838,                0.36745,                0.96063,                0.00026,                0.00026,                0.00026
                     82,                0.77487,                  0.448,                0.99225,                0.97282,                0.96484,                0.98444,                 0.8074,                0.81386,                0.36535,                0.96496,             0.00024762,             0.00024762,             0.00024762
                     83,                0.76614,                0.44054,                0.98772,                0.97841,                0.96551,                0.98786,                0.81198,                0.81648,                0.36216,                0.96396,             0.00023525,             0.00023525,             0.00023525
                     84,                0.76505,                0.43529,                 0.9803,                 0.9676,                0.96595,                0.98639,                0.80629,                 0.8138,                0.36483,                0.96207,             0.00022288,             0.00022288,             0.00022288
                     85,                0.75658,                0.43446,                0.98128,                0.97167,                0.96428,                0.98698,                0.81002,                0.81482,                0.36916,                0.96276,              0.0002105,              0.0002105,              0.0002105
                     86,                0.76241,                0.42673,                0.98255,                0.97399,                0.96741,                0.98691,                0.81327,                0.81412,                0.36568,                 0.9609,             0.00019813,             0.00019813,             0.00019813
                     87,                0.75123,                0.43056,                0.97937,                0.97204,                0.97013,                 0.9859,                0.81349,                0.81403,                0.36382,                0.96107,             0.00018575,             0.00018575,             0.00018575
                     88,                0.74409,                 0.4228,                0.97543,                0.96827,                0.97545,                0.98641,                0.81051,                0.81575,                0.36087,                0.95921,             0.00017338,             0.00017338,             0.00017338
                     89,                0.75092,                0.42584,                0.97791,                0.96723,                0.97389,                0.98719,                0.81195,                0.80861,                0.36285,                0.95671,               0.000161,               0.000161,               0.000161
                     90,                0.74742,                0.41976,                0.97575,                0.97934,                0.96969,                  0.987,                0.81124,                 0.8062,                 0.3597,                0.95706,             0.00014862,             0.00014862,             0.00014862
                     91,                0.67093,                0.31371,                0.91237,                 0.9723,                0.96687,                0.98668,                0.80881,                 0.8127,                 0.3609,                0.95993,             0.00013625,             0.00013625,             0.00013625
                     92,                0.66251,                0.30502,                0.91167,                 0.9779,                0.96514,                0.98584,                  0.811,                0.81569,                0.36249,                0.96093,             0.00012387,             0.00012387,             0.00012387
                     93,                0.65846,                0.30314,                0.90905,                0.97248,                0.97079,                0.98566,                0.81219,                0.80875,                0.36534,                0.95929,              0.0001115,              0.0001115,              0.0001115
                     94,                0.64957,                0.30083,                0.90459,                0.97469,                0.96933,                0.98597,                 0.8117,                0.80774,                0.35962,                0.96021,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.64977,                0.29959,                0.90665,                 0.9746,                0.97071,                0.98414,                0.81322,                0.80443,                0.35609,                0.95759,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.64191,                0.29624,                0.89936,                0.97815,                0.96853,                0.98606,                0.81408,                 0.8061,                0.35499,                0.95791,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.63607,                0.29186,                 0.8954,                0.97857,                0.96891,                0.98438,                0.81293,                0.80864,                0.35669,                0.95988,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.63776,                0.29165,                0.89791,                0.97639,                0.96866,                0.98416,                0.81429,                0.80695,                0.35472,                0.95989,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.63068,                0.28767,                0.89734,                0.97619,                0.96862,                 0.9846,                0.81591,                0.80806,                0.35472,                0.95967,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.63046,                0.28707,                0.89614,                0.97881,                0.96546,                0.98472,                0.81431,                0.80894,                0.35435,                0.96003,             2.4875e-05,             2.4875e-05,             2.4875e-05
